"Number.People","Ward","Division","House.Number","Street.Name","Address.Line.2"
11,15,3,607,"N 18TH ST",""
319,38,9,4055,"RIDGE AVE",""
180,21,41,7373,"RIDGE AVE","RIDGE CARLTON APTS"
131,21,30,7841,"RIDGE AVE","GREENE COUNTRIE CT"
103,38,9,4041,"RIDGE AVE","CHELSEA"
91,21,40,6725,"RIDGE AVE","RIDGEVIEW APTS"
88,21,34,8875,"RIDGE AVE","COLONIAL VILLAGE TOWNHSE"
85,21,30,7949,"RIDGE AVE","CHESWICK SQUARE"
80,21,30,7925,"RIDGE AVE","APARTMENTS 7925"
72,21,34,9001,"RIDGE AVE",""
64,47,13,1999,"RIDGE AVE","WM B MOORE MANOR"
44,38,19,4349,"RIDGE AVE",""
41,21,45,8816,"RIDGE AVE",""
35,21,40,6763,"RIDGE AVE",""
31,21,29,7014,"RIDGE AVE","PINE RD MANOR"
27,21,40,7015,"RIDGE AVE",""
26,5,31,1027,"RIDGE AVE",""
24,14,4,1360,"RIDGE AVE","RIDGE AVE CENTER"
24,38,19,4328,"RIDGE AVE",""
21,14,1,1232,"RIDGE AVE",""
21,15,10,1622,"RIDGE AVE",""
17,21,15,5261,"RIDGE AVE",""
15,5,31,921,"RIDGE AVE",""
14,21,40,6619,"RIDGE AVE",""
14,21,40,7033,"RIDGE AVE",""
13,21,15,5301,"RIDGE AVE",""
12,14,1,1250,"RIDGE AVE",""
12,21,29,7000,"RIDGE AVE","SANDRA COURT"
185,5,30,231,"N 03RD ST","CHOCOLATE WORKS"
112,18,9,1250,"N 03RD ST","OLDE KENSINGTON PAVILLION"
87,5,26,51,"N 03RD ST",""
73,5,32,1151,"N 03RD ST",""
41,5,17,950,"N 03RD ST",""
33,5,26,47,"N 03RD ST",""
27,5,16,30,"N 03RD ST",""
26,5,26,59,"N 03RD ST",""
26,5,27,300,"N 03RD ST",""
26,18,18,1203,"N 03RD ST",""
24,5,17,926,"N 03RD ST",""
21,5,27,246,"N 03RD ST",""
18,5,17,832,"N 03RD ST",""
17,5,16,28,"N 03RD ST",""
16,5,17,826,"N 03RD ST",""
15,5,27,234,"N 03RD ST",""
13,5,16,135,"N 03RD ST",""
13,5,30,209,"N 03RD ST",""
13,5,32,1112,"N 03RD ST",""
13,61,4,5729,"N 03RD ST",""
12,5,30,203,"N 03RD ST",""
12,5,30,313,"N 03RD ST",""
12,5,17,702,"N 03RD ST",""
12,5,17,1024,"N 03RD ST",""
11,5,26,35,"N 03RD ST",""
11,5,16,36,"N 03RD ST",""
280,20,1,1701,"N 10TH ST",""
216,20,1,1801,"N 10TH ST",""
167,49,18,6201,"N 10TH ST",""
129,14,2,1350,"N 10TH ST","HARRISON PLAZA"
65,49,18,6301,"N 10TH ST","REGENCY HOUSE"
42,5,24,219,"N 10TH ST",""
23,5,24,210,"N 10TH ST",""
17,49,3,6100,"N 10TH ST",""
12,20,3,1538,"N 10TH ST",""
11,5,24,148,"N 10TH ST",""
243,56,29,8900,"ROOSEVELT BLV","SALIGMAN HOUSE"
170,56,34,7400,"ROOSEVELT BLV","ROOSEVELT APT 7400 BLDG B"
148,64,15,8301,"ROOSEVELT BLV","DEER MEADOWS"
122,64,15,8401,"ROOSEVELT BLV","EVANGELICAL MANOR"
89,56,34,7600,"ROOSEVELT BLV",""
88,23,12,3901,"ROOSEVELT BLV",""
80,62,20,6063,"ROOSEVELT BLV","OAKLAND TERRACE"
69,64,18,7801,"ROOSEVELT BLV",""
62,58,31,10400,"ROOSEVELT BLV",""
44,64,15,8403,"ROOSEVELT BLV","MANOR GLEN"
42,64,18,7901,"ROOSEVELT BLV","LEXINGTON PARK ANNEX"
37,64,15,8229,"ROOSEVELT BLV",""
29,64,15,8221,"ROOSEVELT BLV","PARK CIRCLE APT"
18,64,15,8225,"ROOSEVELT BLV","HERMITAGE ARMS"
13,35,26,4860,"ROOSEVELT BLV",""
13,56,1,7750,"ROOSEVELT BLV","RYAN MANOR"
13,56,22,8420,"ROOSEVELT BLV",""
13,56,35,9410,"ROOSEVELT BLV",""
12,56,35,9400,"ROOSEVELT BLV",""
11,56,35,9414,"ROOSEVELT BLV","MICHNER COURT APTS"
353,56,41,9200,"BUSTLETON AVE",""
281,58,44,9896,"BUSTLETON AVE","PAULS RUN"
247,58,35,12003,"BUSTLETON AVE","EPARAIM GOLDSTEIN APTS"
203,58,44,9921,"BUSTLETON AVE","PATHWAY CONDOS BLDG R"
165,58,5,13512,"BUSTLETON AVE","PETONI APTS"
137,58,2,10900,"BUSTLETON AVE","ASHLEY COURT APTS BLDG 2"
119,58,44,9906,"BUSTLETON AVE","DORAL TWO"
117,56,13,7800,"BUSTLETON AVE",""
88,58,20,13109,"BUSTLETON AVE","SOMERTON COURT"
87,58,11,9629,"BUSTLETON AVE",""
85,58,44,9908,"BUSTLETON AVE","DORAL THE"
71,58,8,10201,"BUSTLETON AVE","EXECUTIVE SUITE CONDOS"
68,56,13,7801,"BUSTLETON AVE","BORBECK COURT"
55,56,1,7701,"BUSTLETON AVE","BUSTLETON ARMS"
39,58,35,12021,"BUSTLETON AVE","APARTMENTS 12021"
33,56,25,8410,"BUSTLETON AVE","TUSTIN COURT APTS"
30,62,15,5926,"BUSTLETON AVE",""
24,58,20,13151,"BUSTLETON AVE","SOMERTON APTS"
19,54,7,6523,"BUSTLETON AVE","BUSTLETON GARDENS"
18,58,5,14000,"BUSTLETON AVE","VISIONS HOTEL"
13,58,11,9712,"BUSTLETON AVE","LATONIA MANOR"
11,58,11,9726,"BUSTLETON AVE",""
119,29,1,2100,"W GIRARD AVE","PHILA NURSING HOME"
93,6,18,4400,"W GIRARD AVE","SMITH HOME FOR THE AGED"
87,14,7,801,"W GIRARD AVE","N PHILA HEALTH TOWER BLDG"
54,14,2,1001,"W GIRARD AVE","ZION GARDENS WEAVER"
51,14,2,1101,"W GIRARD AVE","ZION GARDENS SULLIVAN"
29,34,5,6006,"W GIRARD AVE",""
24,47,2,1509,"W GIRARD AVE",""
24,29,1,2012,"W GIRARD AVE",""
22,29,12,2701,"W GIRARD AVE",""
19,47,4,1601,"W GIRARD AVE",""
19,29,12,2617,"W GIRARD AVE",""
14,47,1,1522,"W GIRARD AVE",""
14,47,2,1531,"W GIRARD AVE",""
14,29,1,1912,"W GIRARD AVE",""
12,34,28,6524,"W GIRARD AVE",""
11,5,33,18,"W GIRARD AVE",""
11,47,1,1426,"W GIRARD AVE",""
11,47,2,1517,"W GIRARD AVE",""
11,24,9,3862,"W GIRARD AVE",""
121,5,33,1001,"N 02ND ST",""
59,5,10,112,"N 02ND ST",""
59,7,5,3231,"N 02ND ST",""
40,5,10,130,"N 02ND ST",""
38,5,10,105,"N 02ND ST",""
35,5,32,1002,"N 02ND ST",""
28,5,26,11,"N 02ND ST",""
28,5,32,800,"N 02ND ST",""
26,5,10,104,"N 02ND ST",""
26,61,26,6630,"N 02ND ST","MELROSE PARK MANOR BLDG C"
23,5,21,837,"N 02ND ST",""
23,61,26,6624,"N 02ND ST","MELROSE PARK MANOR BLDG B"
22,5,30,257,"N 02ND ST",""
22,5,21,622,"N 02ND ST",""
21,5,30,237,"N 02ND ST",""
18,5,26,55,"N 02ND ST",""
17,5,30,253,"N 02ND ST",""
17,5,32,1040,"N 02ND ST",""
17,7,6,3447,"N 02ND ST",""
16,5,10,136,"N 02ND ST",""
15,5,26,70,"N 02ND ST",""
13,5,30,236,"N 02ND ST",""
13,5,21,601,"N 02ND ST",""
12,5,26,47,"N 02ND ST",""
12,5,21,712,"N 02ND ST",""
12,5,32,1030,"N 02ND ST",""
12,18,18,1501,"N 02ND ST",""
12,18,18,1532,"N 02ND ST",""
11,5,21,701,"N 02ND ST",""
11,5,21,811,"N 02ND ST",""
11,61,26,6618,"N 02ND ST","MELROSE PARK MANOR BLDG A"
73,2,15,1,"CHRISTIAN ST",""
44,30,17,2501,"CHRISTIAN ST",""
19,2,1,112,"CHRISTIAN ST",""
19,2,15,235,"CHRISTIAN ST",""
16,2,14,200,"CHRISTIAN ST",""
15,2,14,216,"CHRISTIAN ST",""
15,2,10,928,"CHRISTIAN ST",""
15,30,12,2232,"CHRISTIAN ST",""
14,30,6,1747,"CHRISTIAN ST",""
12,2,12,524,"CHRISTIAN ST",""
11,30,11,1910,"CHRISTIAN ST",""
125,5,31,315,"N 12TH ST",""
57,5,25,314,"N 12TH ST",""
52,5,25,340,"N 12TH ST",""
33,61,21,6608,"N 12TH ST",""
25,14,8,843,"N 12TH ST",""
18,49,17,5020,"N 12TH ST",""
29,30,2,1607,"CATHARINE ST",""
19,2,16,314,"CATHARINE ST",""
19,2,24,613,"CATHARINE ST",""
13,2,27,127,"CATHARINE ST",""
11,2,24,611,"CATHARINE ST",""
11,30,14,2227,"CATHARINE ST",""
238,8,15,1600,"ARCH ST","THE PHOENIX"
207,8,29,2200,"ARCH ST",""
199,8,17,1835,"ARCH ST",""
173,8,29,1900,"ARCH ST",""
101,5,24,1010,"ARCH ST",""
101,24,10,3301,"ARCH ST","DREXEL UNIV CALHOUN HALL"
91,4,7,5522,"ARCH ST",""
83,8,23,2215,"ARCH ST","WESTMINSTER APTS"
76,5,24,810,"ARCH ST",""
72,5,24,1027,"ARCH ST",""
69,5,16,229,"ARCH ST",""
59,5,10,107,"ARCH ST","SMYTHE STORES APTS"
56,5,16,315,"ARCH ST",""
49,5,26,108,"ARCH ST",""
44,5,26,130,"ARCH ST",""
37,5,16,313,"ARCH ST",""
31,5,24,1230,"ARCH ST",""
30,5,16,304,"ARCH ST",""
28,8,29,1924,"ARCH ST",""
28,8,29,2042,"ARCH ST",""
25,5,24,1222,"ARCH ST",""
21,5,24,1320,"ARCH ST","SALVATION ARMY 1320"
18,5,16,309,"ARCH ST",""
18,8,29,2032,"ARCH ST",""
17,8,29,2034,"ARCH ST",""
16,5,24,1228,"ARCH ST",""
15,5,10,225,"ARCH ST",""
15,5,24,917,"ARCH ST",""
15,8,17,1701,"ARCH ST",""
13,8,29,2130,"ARCH ST",""
12,5,24,1017,"ARCH ST",""
11,5,24,1025,"ARCH ST",""
80,48,21,2502,"JACKSON ST",""
70,48,21,2504,"JACKSON ST","WILSON PARK APTS 2504"
69,48,21,2508,"JACKSON ST","WILSON PARK APTS 2508"
66,48,21,2506,"JACKSON ST","WILSON PARK APTS 2506"
54,39,10,501,"JACKSON ST",""
26,62,3,5364,"JACKSON ST",""
16,55,2,5912,"JACKSON ST",""
145,37,5,2411,"N 11TH ST",""
145,37,5,2443,"N 11TH ST",""
78,49,2,5501,"N 11TH ST",""
16,49,22,5200,"N 11TH ST",""
11,49,8,6425,"N 11TH ST",""
364,8,11,201,"S 18TH ST","RITTENHOUSE CLARIDGE"
237,8,11,225,"S 18TH ST","RITTENHOUSE REGENCY"
156,8,10,130,"S 18TH ST",""
130,8,6,237,"S 18TH ST","BARCLAY HOTEL"
33,8,6,250,"S 18TH ST","250 S 18TH ST APTS"
26,8,11,105,"S 18TH ST",""
20,8,4,345,"S 18TH ST",""
11,8,4,335,"S 18TH ST",""
415,27,3,3465,"SANSOM ST","U OF P ENGLISH"
126,8,10,1929,"SANSOM ST","KATES PLACE APTS"
77,8,5,1605,"SANSOM ST",""
61,5,28,1125,"SANSOM ST",""
54,60,1,4508,"SANSOM ST","SANSOM COURT APTS"
53,8,5,1601,"SANSOM ST",""
33,5,28,1220,"SANSOM ST",""
27,60,3,5126,"SANSOM ST",""
14,8,27,2321,"SANSOM ST",""
12,27,6,4050,"SANSOM ST",""
11,5,12,709,"SANSOM ST",""
11,27,3,3565,"SANSOM ST",""
197,5,24,9,"N 09TH ST",""
109,5,24,111,"N 09TH ST",""
47,20,9,1950,"N 09TH ST",""
15,20,9,1900,"N 09TH ST",""
99,14,9,911,"N FRANKLIN ST","ASCENSION MANOR"
12,14,7,1319,"N FRANKLIN ST",""
11,14,10,704,"N FRANKLIN ST",""
524,21,3,7901,"HENRY AVE","MANOR HOUSE BLDG D"
511,21,39,8201,"HENRY AVE","SUMMIT PARK EAST BLDG Q"
468,21,23,4201,"HENRY AVE","PHILA UNIVERSITY"
194,21,43,8200,"HENRY AVE","WOODMERE APTS BLDG J"
150,21,30,7950,"HENRY AVE","VALLEY HIGH APTS"
109,38,12,3200,"HENRY AVE",""
93,21,27,6100,"HENRY AVE","DUPONT TOWERS APT"
17,38,12,3300,"HENRY AVE",""
14,20,2,1429,"N MARSHALL ST",""
148,5,29,206,"S 13TH ST","CHANCELLOR APTS"
111,5,9,250,"S 13TH ST",""
88,5,28,201,"S 13TH ST",""
50,5,14,412,"S 13TH ST",""
44,5,14,311,"S 13TH ST","MORRIS APTS"
37,5,11,251,"S 13TH ST",""
32,5,9,334,"S 13TH ST",""
22,5,28,145,"S 13TH ST",""
21,5,9,302,"S 13TH ST",""
20,5,11,245,"S 13TH ST",""
20,5,11,249,"S 13TH ST",""
16,5,11,261,"S 13TH ST","PARKER HOTEL"
12,5,28,37,"S 13TH ST",""
11,5,14,345,"S 13TH ST",""
67,19,16,2622,"N LAWRENCE ST",""
40,19,16,2600,"N LAWRENCE ST",""
22,5,27,251,"N LAWRENCE ST",""
18,5,23,800,"N LAWRENCE ST",""
11,5,23,817,"N LAWRENCE ST",""
11,19,6,3064,"N LAWRENCE ST",""
128,22,6,6950,"GERMANTOWN AVE","LUTHERAN HOME 6950"
102,9,7,9601,"GERMANTOWN AVE","CHESTNUT HILL COLLEGE"
68,22,14,6445,"GERMANTOWN AVE",""
67,9,12,7500,"GERMANTOWN AVE",""
46,37,9,2862,"GERMANTOWN AVE",""
46,13,6,4340,"GERMANTOWN AVE",""
44,9,7,9701,"GERMANTOWN AVE",""
41,9,3,7301,"GERMANTOWN AVE",""
29,9,12,7326,"GERMANTOWN AVE",""
